mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	13	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
16	15	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	0	0	3/4	2	1		i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
18	17	0	0	3/4	2	1		V2/v	a	i		V2/v		V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
19	18	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
19	18	1/4	1/4	3/4	2	1		ii%43	a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
19	18	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	19	0	0	3/4	2	1		i[V7	a	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	20	0	0	3/4	2	1		i(6)	a	i	i	i(6)		i			6				m	1	1	0, -3, -4		0	0
21	20	1/4	1/4	3/4	2	1		i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
22	21	0	0	3/4	2	1		V65(9)/III	a	i		V65(9)/III		V		65	9	III			Mm7	1	1	2, -1, -4, -2	0	-2	2
22	21	3/8	3/8	3/4	2	1		V65/III	a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
23	22	0	0	3/4	2	1		III(4)	a	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
23	22	1/8	1/8	3/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
24	23	0	0	3/4	2	1		VIM7(9)	a	i		VIM7(9)		VI	M	7	9				MM7	1	1	-4, 0, -3, 1	-2	-4	-4
24	23	3/8	3/8	3/4	2	1		VIM7	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
25	24	0	0	3/4	2	1		ii%7(4)	a	i		ii%7(4)		ii	%	7	4				%7	1	1	2, 1, -4, 0		2	2
25	24	1/8	1/8	3/4	2	1		ii%7	a	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
25	24	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
26	25	0	0	3/4	2	1		V7/v	a	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
27	26	0	0	3/4	2	1		V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
27	26	1/4	1/4	3/4	2	1		V7(4)	a	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
27	26	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	27	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
28	27	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	28	0	0	3/4	2	1		i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
29	28	1/4	1/4	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
29	28	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
30	29	0	0	3/4	2	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
30	29	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
32	31	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
32	31	1/2	1/2	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
32	31	5/8	5/8	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	32	0	0	3/4	2	1	2	i(9)	a	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
34	32	1/4	1/4	3/4	2	1	2	i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
35	33	0	0	3/4	2	1		I.I64	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
36	34	0	0	3/4	2	1		@none	a	I		@none		@none							m	1	0				
36	34	1/4	1/4	3/4	2	1		V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
37	35	0	0	3/4	2	1		@none	a	I		@none		@none							m	1	0				
37	35	1/4	1/4	3/4	2	1		V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
37	35	1/2	1/2	3/4	2	1		V7(6)	a	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
38	36	0	0	3/4	2	1		I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
38	36	1/4	1/4	3/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
39	37	0	0	3/4	2	1		iii64	a	I		iii64		iii		64					m	1	0	5, 4, 1		4	5
40	38	0	0	3/4	2	1		@none	a	I		@none		@none							m	1	0				
42	40	0	0	3/4	2	1		iii(9)	a	I		iii(9)		iii			9				m	1	0	4, 1, 5	-1	4	4
42	40	1/8	1/8	3/4	2	1		iii	a	I		iii		iii							m	1	0	4, 1, 5		4	4
42	40	1/4	1/4	3/4	2	1		iii(4)	a	I		iii(4)		iii			4				m	1	0	4, 3, 5		4	4
42	40	3/8	3/8	3/4	2	1		iii	a	I		iii		iii							m	1	0	4, 1, 5		4	4
42	40	1/2	1/2	3/4	2	1		V7\\	a	I		V7		V		7				\\	Mm7	1	0	1, 5, 2, -1		1	1
43	41	0	0	3/4	2	1		V7/IV	a	I		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
44	42	0	0	3/4	2	1		ii65(9)	a	I		ii65(9)		ii		65	9				mm7	1	0	-1, 3, 0, 2	4	2	-1
44	42	1/4	1/4	3/4	2	1		ii65	a	I		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
45	43	0	0	3/4	2	1		V[ii%7	a	I	V	ii%7		ii	%	7					%7	1	0	2, -1, -4, 0		2	2
45	43	1/2	1/2	3/4	2	1		V7(6)]	a	I	V	V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
46	44	0	0	3/4	2	1		I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
46	44	1/4	1/4	3/4	2	1		I	a	I		I		I							M	1	0	0, 4, 1		0	0
47	45	0	0	3/4	2	1		IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
47	45	1/4	1/4	3/4	2	1		@none	a	I		@none		@none							m	1	0				
47	45	1/2	1/2	3/4	2	1		ii65	a	I		ii65		ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
48	46	0	0	3/4	2	1		I64	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
48	46	1/2	1/2	3/4	2	1		@none	a	I		@none		@none							m	1	0				
49	47	0	0	3/4	2	1		V(9)	a	I		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
49	47	1/4	1/4	3/4	2	1		V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
49	47	1/2	1/2	3/4	2	1		V7(6)	a	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
50	48	0	0	3/4	2	1	1	I\\	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
50	48	1/2	1/2	3/4	2	1	1	@none	a	I		@none		@none							m	1	0				
52	49	0	0	3/4	2	1		i.i	a	i		i		i							m	1	1	0, -3, 1		0	0
53	50	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
53	50	1/4	1/4	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
53	50	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
54	51	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
55	52	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
55	52	1/4	1/4	3/4	2	1		V2/bII	a	i		V2/bII		V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6
55	52	1/2	1/2	3/4	2	1		Ger43	a	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	0, -3, 6, -4		6	0
56	53	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
56	53	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
58	55	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	55	1/2	1/2	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
59	56	0	0	3/4	2	1		i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
60	57	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
61	58	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
61	58	1/4	1/4	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
61	58	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
62	59	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
63	60	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
63	60	1/4	1/4	3/4	2	1		V2/bII	a	i		V2/bII		V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6
63	60	1/2	1/2	3/4	2	1		Ger43	a	i		Ger43	Ger	vii	o	43	b3	V			Ger	1	1	0, -3, 6, -4		6	0
64	61	0	0	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
64	61	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
66	63	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
67	64	0	0	3/4	2	1		i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
68	65	0	0	3/4	2	1		V2/v	a	i		V2/v		V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
69	66	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
69	66	1/4	1/4	3/4	2	1		ii%43	a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
69	66	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
70	67	0	0	3/4	2	1		i[V7	a	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
71	68	0	0	3/4	2	1		i(6)	a	i	i	i(6)		i			6				m	1	1	0, -3, -4		0	0
71	68	1/4	1/4	3/4	2	1		i]	a	i	i	i		i							m	1	1	0, -3, 1		0	0
72	69	0	0	3/4	2	1		V65(9)/III	a	i		V65(9)/III		V		65	9	III			Mm7	1	1	2, -1, -4, -2	0	-2	2
72	69	3/8	3/8	3/4	2	1		V65/III	a	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
73	70	0	0	3/4	2	1		III(4)	a	i		III(4)		III			4				M	1	1	-3, -4, -2		-3	-3
73	70	1/8	1/8	3/4	2	1		III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
74	71	0	0	3/4	2	1		VIM7(9)	a	i		VIM7(9)		VI	M	7	9				MM7	1	1	-4, 0, -3, 1	-2	-4	-4
74	71	3/8	3/8	3/4	2	1		VIM7	a	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
75	72	0	0	3/4	2	1		ii%7(4)	a	i		ii%7(4)		ii	%	7	4				%7	1	1	2, 1, -4, 0		2	2
75	72	1/8	1/8	3/4	2	1		ii%7	a	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
76	73	0	0	3/4	2	1		V7/v	a	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
77	74	0	0	3/4	2	1		V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
77	74	1/4	1/4	3/4	2	1		V7(4)	a	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
77	74	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
78	75	0	0	3/4	2	1		@none	a	i		@none		@none							m	1	1				
78	75	1/2	1/2	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
79	76	0	0	3/4	2	1		i(6)	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
79	76	1/4	1/4	3/4	2	1		i	a	i		i		i							m	1	1	0, -3, 1		0	0
79	76	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
80	77	0	0	3/4	2	1		i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
80	77	1/2	1/2	3/4	2	1		@none	a	i		@none		@none							m	1	1				
82	79	0	0	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
82	79	1/2	1/2	3/4	2	1		V7(6)	a	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
82	79	5/8	5/8	3/4	2	1		V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
83	80	0	0	3/4	2	1		i(9)	a	i		i(9)		i			9				m	1	1	0, -3, 1	2	0	0
83	80	1/4	1/4	3/4	2	1		i\\	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
