mc	mn	onset	label	volta	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
19	18	1/4	ii%43		a	i		ii%43	ii		%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
19	18	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
20	19	0	i[V7		a	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
21	20	0	i(6)		a	i	i	i(6)	i				6			m	1	1	0, -3, -4		0.0	0.0
21	20	1/4	i]		a	i	i	i	i							m	1	1	0, -3, 1		0.0	0.0
22	21	0	V65(9)/III		a	i		V65(9)/III	V			65	9	III		Mm7	1	1	2, -1, -4, -2	0	-2.0	2.0
22	21	3/8	V65/III		a	i		V65/III	V			65		III		Mm7	1	1	2, -1, -4, -2		-2.0	2.0
23	22	0	III(4)		a	i		III(4)	III				4			M	1	1	-3, -4, -2		-3.0	-3.0
23	22	1/8	III		a	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
24	23	0	VIM7(9)		a	i		VIM7(9)	VI		M	7	9			MM7	1	1	-4, 0, -3, 1	-2	-4.0	-4.0
24	23	3/8	VIM7		a	i		VIM7	VI		M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
25	24	0	ii%7(4)		a	i		ii%7(4)	ii		%	7	4			%7	1	1	2, 1, 8, 0		2.0	2.0
25	24	1/8	ii%7		a	i		ii%7	ii		%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
25	24	1/2	@none		a	i		@none	@none							m	1	1				
26	25	0	V7/v		a	i		V7/v	V			7		v		Mm7	1	1	2, 6, 3, 0		2.0	2.0
27	26	0	V(6)		a	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
27	26	1/4	V7(4)		a	i		V7(4)	V			7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
27	26	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
28	27	0	@none		a	i		@none	@none							m	1	1				
28	27	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
29	28	0	i(6)		a	i		i(6)	i				6			m	1	1	0, -3, -4		0.0	0.0
29	28	1/4	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
29	28	1/2	@none		a	i		@none	@none							m	1	1				
30	29	0	i64		a	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
30	29	1/2	@none		a	i		@none	@none							m	1	1				
32	31	0	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
32	31	1/2	V7(6)		a	i		V7(6)	V			7	6			Mm7	1	1	1, 5, -3, -1		1.0	1.0
32	31	5/8	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
34	32	0	i(9)	2	a	i		i(9)	i				9			m	1	1	0, -3, 1	2	0.0	0.0
34	32	1/4	i\\	2	a	i		i	i						\\	m	1	1	0, -3, 1		0.0	0.0
35	33	0	.I.I64		a	I		I64	I			64				M	1	0	1, 0, 4		0.0	1.0
36	34	0	@none		a	I		@none	@none							m	1	0				
36	34	1/4	V7		a	I		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
37	35	0	@none		a	I		@none	@none							m	1	0				
37	35	1/4	V7		a	I		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
37	35	1/2	V7(6)		a	I		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1.0	1.0
38	36	0	I(9)		a	I		I(9)	I				9			M	1	0	0, 4, 1	2	0.0	0.0
38	36	1/4	I		a	I		I	I							M	1	0	0, 4, 1		0.0	0.0
39	37	0	iii64		a	I		iii64	iii			64				m	1	0	5, 4, 1		4.0	5.0
40	38	0	@none		a	I		@none	@none							m	1	0				
42	40	0	iii(9)		a	I		iii(9)	iii				9			m	1	0	4, 1, 5	-1	4.0	4.0
42	40	1/8	iii		a	I		iii	iii							m	1	0	4, 1, 5		4.0	4.0
42	40	1/4	iii(4)		a	I		iii(4)	iii				4			m	1	0	4, 3, 5		4.0	4.0
42	40	3/8	iii		a	I		iii	iii							m	1	0	4, 1, 5		4.0	4.0
42	40	1/2	V7\\		a	I		V7	V			7			\\	Mm7	1	0	1, 5, 2, -1		1.0	1.0
43	41	0	V7/IV		a	I		V7/IV	V			7		IV		Mm7	1	0	0, 4, 1, -2		0.0	0.0
44	42	0	ii65(9)		a	I		ii65(9)	ii			65	9			mm7	1	0	-1, 3, 0, 2	4	2.0	-1.0
44	42	1/4	ii65		a	I		ii65	ii			65				mm7	1	0	-1, 3, 0, 2		2.0	-1.0
45	43	0	V[ii%7		a	I	V	ii%7	ii		%	7				%7	1	0	2, 1, 8, 0		2.0	2.0
45	43	1/2	V7(6)]		a	I	V	V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1.0	1.0
46	44	0	I(9)		a	I		I(9)	I				9			M	1	0	0, 4, 1	2	0.0	0.0
46	44	1/4	I		a	I		I	I							M	1	0	0, 4, 1		0.0	0.0
47	45	0	IV		a	I		IV	IV							M	1	0	-1, 3, 0		-1.0	-1.0
47	45	1/4	@none		a	I		@none	@none							m	1	0				
47	45	1/2	ii65		a	I		ii65	ii			65				mm7	1	0	-1, 3, 0, 2		2.0	-1.0
48	46	0	I64		a	I		I64	I			64				M	1	0	1, 0, 4		0.0	1.0
48	46	1/2	@none		a	I		@none	@none							m	1	0				
49	47	0	V(9)		a	I		V(9)	V				9			M	1	0	1, 5, 2	3	1.0	1.0
49	47	1/4	V7		a	I		V7	V			7				Mm7	1	0	1, 5, 2, -1		1.0	1.0
49	47	1/2	V7(6)		a	I		V7(6)	V			7	6			Mm7	1	0	1, 5, 4, -1		1.0	1.0
50	48	0	I\\		a	I		I	I						\\	M	1	0	0, 4, 1		0.0	0.0
50	48	1/2	@none		a	I		@none	@none							m	1	0				
52	50	0	.i.i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
53	51	0	@none		a	i		@none	@none							m	1	1				
53	51	1/4	V7(6)		a	i		V7(6)	V			7	6			Mm7	1	1	1, 5, -3, -1		1.0	1.0
53	51	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
54	52	0	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
55	53	0	@none		a	i		@none	@none							m	1	1				
55	53	1/4	V2/bII		a	i		V2/bII	V			2		bII		Mm7	1	1	-6, -4, 0, -3		-4.0	-6.0
55	53	1/2	.Ger43		a	i		Ger43	vii	Ger	o	43	b3	V		Mm7	1	1	0, -3, 6, -4		6.0	0.0
56	54	0	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
56	54	1/2	@none		a	i		@none	@none							m	1	1				
58	56	0	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
58	56	1/2	V7(6)		a	i		V7(6)	V			7	6			Mm7	1	1	1, 5, -3, -1		1.0	1.0
59	57	0	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0.0	0.0
60	58	0	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
61	59	0	@none		a	i		@none	@none							m	1	1				
61	59	1/4	V7(6)		a	i		V7(6)	V			7	6			Mm7	1	1	1, 5, -3, -1		1.0	1.0
61	59	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
62	60	0	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
63	61	0	@none		a	i		@none	@none							m	1	1				
63	61	1/4	V2/bII		a	i		V2/bII	V			2		bII		Mm7	1	1	-6, -4, 0, -3		-4.0	-6.0
63	61	1/2	.Ger43		a	i		Ger43	vii	Ger	o	43	b3	V		Mm7	1	1	0, -3, 6, -4		6.0	0.0
64	62	0	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
64	62	1/2	@none		a	i		@none	@none							m	1	1				
66	64	0	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
67	65	0	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0.0	0.0
68	66	0	V2/v		a	i		V2/v	V			2		v		Mm7	1	1	0, 2, 6, 3		2.0	0.0
69	67	0	@none		a	i		@none	@none							m	1	1				
69	67	1/4	ii%43		a	i		ii%43	ii		%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
69	67	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
70	68	0	i[V7		a	i	i	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
71	69	0	i(6)		a	i	i	i(6)	i				6			m	1	1	0, -3, -4		0.0	0.0
71	69	1/4	i]		a	i	i	i	i							m	1	1	0, -3, 1		0.0	0.0
72	70	0	V65(9)/III		a	i		V65(9)/III	V			65	9	III		Mm7	1	1	2, -1, -4, -2	0	-2.0	2.0
72	70	3/8	V65/III		a	i		V65/III	V			65		III		Mm7	1	1	2, -1, -4, -2		-2.0	2.0
73	71	0	III(4)		a	i		III(4)	III				4			M	1	1	-3, -4, -2		-3.0	-3.0
73	71	1/8	III		a	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
74	72	0	VIM7(9)		a	i		VIM7(9)	VI		M	7	9			MM7	1	1	-4, 0, -3, 1	-2	-4.0	-4.0
74	72	3/8	VIM7		a	i		VIM7	VI		M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
75	73	0	ii%7(4)		a	i		ii%7(4)	ii		%	7	4			%7	1	1	2, 1, 8, 0		2.0	2.0
75	73	1/8	ii%7		a	i		ii%7	ii		%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
76	74	0	V7/v		a	i		V7/v	V			7		v		Mm7	1	1	2, 6, 3, 0		2.0	2.0
77	75	0	V(6)		a	i		V(6)	V				6			M	1	1	1, 5, -3		1.0	1.0
77	75	1/4	V7(4)		a	i		V7(4)	V			7	4			Mm7	1	1	1, 0, 2, -1		1.0	1.0
77	75	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
78	76	0	@none		a	i		@none	@none							m	1	1				
78	76	1/2	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
79	77	0	i(6)		a	i		i(6)	i				6			m	1	1	0, -3, -4		0.0	0.0
79	77	1/4	i		a	i		i	i							m	1	1	0, -3, 1		0.0	0.0
79	77	1/2	@none		a	i		@none	@none							m	1	1				
80	78	0	i64		a	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
80	78	1/2	@none		a	i		@none	@none							m	1	1				
82	80	0	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
82	80	1/2	V7(6)		a	i		V7(6)	V			7	6			Mm7	1	1	1, 5, -3, -1		1.0	1.0
82	80	5/8	V7		a	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
83	81	0	i(9)		a	i		i(9)	i				9			m	1	1	0, -3, 1	2	0.0	0.0
83	81	1/4	i\\		a	i		i	i						\\	m	1	1	0, -3, 1		0.0	0.0
