mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	8	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
9	8	3/16	3/16	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
9	8	1/4	1/4	3/4	2	1	III}	a	i		III		III						}	M	1	1	-3, 1, -2		-3	-3
9	8	1/2	1/2	3/4	2	1	iio6{	a	i		iio6		ii	o	6				{	o	1	1	-1, -4, 2		2	-1
9	8	11/16	11/16	3/4	2	1	viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
10	9	0	0	3/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
10	9	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
10	9	5/8	5/8	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
11	10	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
11	10	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
11	10	1/4	1/4	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
12	11	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	11	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
12	11	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
12	11	1/2	1/2	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
13	12	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
13	12	3/16	3/16	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	12	1/4	1/4	3/4	2	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
13	12	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
14	13	0	0	3/4	2	1	V(64)/III	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
14	13	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
14	13	5/8	5/8	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
15	14	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
15	14	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
15	14	1/4	1/4	3/4	2	1	V(6)/III	a	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
16	15	0	0	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	15	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
16	15	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
16	15	1/2	1/2	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
17	16	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
17	16	3/16	3/16	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
17	16	1/4	1/4	3/4	2	1	III}	a	i		III		III						}	M	1	1	-3, 1, -2		-3	-3
18	17	0	0	3/4	2	1	{	a	i										{		1	1				
18	17	1/4	1/4	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
18	17	5/8	5/8	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
19	18	0	0	3/4	2	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
19	18	3/16	3/16	3/4	2	1	V2	a	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
19	18	1/4	1/4	3/4	2	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
19	18	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
20	19	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
20	19	3/16	3/16	3/4	2	1	V43(4)/v	a	i		V43(4)/v		V		43	4	v			Mm7	1	1	3, 0, 2, 1		2	3
20	19	1/4	1/4	3/4	2	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
20	19	1/2	1/2	3/4	2	1	V/v	a	i		V/v		V				v			M	1	1	2, 6, 3		2	2
21	20	0	0	3/4	2	1	V}	a	i		V		V						}	M	1	1	1, 5, 2		1	1
22	21	0	0	3/4	2	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
22	21	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
22	21	5/8	5/8	3/4	2	1	ii%43	a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
23	22	0	0	3/4	2	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
23	22	1/4	1/4	3/4	2	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
23	22	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
24	23	0	0	3/4	2	1	i2	a	i		i2		i		2					mm7	1	1	-2, 0, -3, 1		0	-2
24	23	3/16	3/16	3/4	2	1	.Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
24	23	1/4	1/4	3/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
24	23	1/2	1/2	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
25	24	0	0	3/4	2	1	i}	a	i		i		i						}	m	1	1	0, -3, 1		0	0
26	25	0	0	3/4	2	1	III{	a	i		III		III						{	M	1	1	-3, 1, -2		-3	-3
26	25	1/4	1/4	3/4	2	1	VI6	a	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
26	25	5/8	5/8	3/4	2	1	iv6	a	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
27	26	0	0	3/4	2	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
27	26	3/16	3/16	3/4	2	1	V2	a	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
27	26	1/4	1/4	3/4	2	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
27	26	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
28	27	0	0	3/4	2	1	v6	a	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
28	27	3/16	3/16	3/4	2	1	V43(4)/v	a	i		V43(4)/v		V		43	4	v			Mm7	1	1	3, 0, 2, 1		2	3
28	27	1/4	1/4	3/4	2	1	v	a	i		v		v							m	1	1	1, -2, 2		1	1
28	27	1/2	1/2	3/4	2	1	V/v	a	i		V/v		V				v			M	1	1	2, 6, 3		2	2
29	28	0	0	3/4	2	1	V}	a	i		V		V						}	M	1	1	1, 5, 2		1	1
30	29	0	0	3/4	2	1	i6{	a	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
30	29	1/4	1/4	3/4	2	1	iv64	a	i		iv64		iv		64					m	1	1	0, -1, -4		-1	0
30	29	5/8	5/8	3/4	2	1	ii%43	a	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
31	30	0	0	3/4	2	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
31	30	1/4	1/4	3/4	2	1	i6	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
31	30	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
32	31	0	0	3/4	2	1	i2	a	i		i2		i		2					mm7	1	1	-2, 0, -3, 1		0	-2
32	31	3/16	3/16	3/4	2	1	.Ger6	a	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
32	31	1/4	1/4	3/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
32	31	1/2	1/2	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	32	0	0	3/4	2	1	I.I}	a	I		I		I						}	M	1	0	0, 4, 1		0	0
34	33	0	0	3/4	2	1	V7{	a	I		V7		V		7				{	Mm7	1	0	1, 5, 2, -1		1	1
35	34	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
35	34	3/16	3/16	3/4	2	1	I(97)	a	I		I(97)		I			97				M	1	0	0, 4, 1	2, 5	0	0
35	34	1/2	1/2	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
36	35	0	0	3/4	2	1	IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
37	36	3/16	3/16	3/4	2	1	vii%43/V	a	I		vii%43/V		vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
37	36	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
38	37	0	0	3/4	2	1	V7(9#7)	a	I		V7(9#7)		V		7	9#7				Mm7	1	0	1, 5, 2, 6	3	1	1
38	37	1/2	1/2	3/4	2	1	V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
39	38	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
39	38	3/16	3/16	3/4	2	1	vii%7/V	a	I		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
39	38	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
40	39	0	0	3/4	2	1	V7(9#7)/V	a	I		V7(9#7)/V		V		7	9#7	V			Mm7	1	0	2, 6, 3, 7	4	2	2
40	39	1/2	1/2	3/4	2	1	V7/V	a	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
41	40	0	0	3/4	2	1	vii%43/V/V	a	I		vii%43/V/V		vii	%	43		V/V			%7	1	0	1, 5, 7, 4		7	1
41	40	1/2	1/2	3/4	2	1	V(64)/V}	a	I		V(64)/V		V			64	V		}	M	1	0	2, 1, 5		2	2
42	41	0	0	3/4	2	1	ii{	a	I		ii		ii						{	m	1	0	2, -1, 3		2	2
43	42	0	0	3/4	2	1	vi(94)	a	I		vi(94)		vi			94				m	1	0	3, 2, 4	5	3	3
43	42	1/2	1/2	3/4	2	1	vi6	a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
44	43	0	0	3/4	2	1	IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
45	44	3/16	3/16	3/4	2	1	vii%43/V	a	I		vii%43/V		vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
45	44	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
46	45	0	0	3/4	2	1	V7(9#7)	a	I		V7(9#7)		V		7	9#7				Mm7	1	0	1, 5, 2, 6	3	1	1
46	45	1/2	1/2	3/4	2	1	V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
47	46	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
47	46	3/16	3/16	3/4	2	1	vii%7/V	a	I		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
47	46	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
48	47	0	0	3/4	2	1	I6(4)	a	I		I6(4)		I		6	4				M	1	0	-1, 1, 0		0	-1
48	47	3/16	3/16	3/4	2	1	I6	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
48	47	1/4	1/4	3/4	2	1	I6(4)	a	I		I6(4)		I		6	4				M	1	0	-1, 1, 0		0	-1
48	47	1/2	1/2	3/4	2	1	I6	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
49	48	0	0	3/4	2	1	I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
49	48	3/16	3/16	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
49	48	1/4	1/4	3/4	2	1	I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
49	48	1/2	1/2	3/4	2	1	I}	a	I		I		I						}	M	1	0	0, 4, 1		0	0
50	49	0	0	3/4	2	1	iii{	a	I		iii		iii						{	m	1	0	4, 1, 5		4	4
51	50	0	0	3/4	2	1	V/iii	a	I		V/iii		V				iii			M	1	0	5, 9, 6		5	5
51	50	3/16	3/16	3/4	2	1	V7(9)/iii	a	I		V7(9)/iii		V		7	9	iii			Mm7	1	0	5, 9, 6, 3	0	5	5
51	50	1/2	1/2	3/4	2	1	V7/iii	a	I		V7/iii		V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
52	51	0	0	3/4	2	1	iii	a	I		iii		iii							m	1	0	4, 1, 5		4	4
53	52	0	0	3/4	2	1	vii	a	I		vii		vii							m	1	0	5, 2, 6		5	5
53	52	1/4	1/4	3/4	2	1	vii(9)	a	I		vii(9)		vii			9				m	1	0	5, 2, 6	0	5	5
53	52	1/2	1/2	3/4	2	1	vii	a	I		vii		vii							m	1	0	5, 2, 6		5	5
54	53	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
55	54	0	0	3/4	2	1	V	a	I		V		V							M	1	0	1, 5, 2		1	1
55	54	1/4	1/4	3/4	2	1	V(9)	a	I		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
55	54	1/2	1/2	3/4	2	1	V	a	I		V		V							M	1	0	1, 5, 2		1	1
56	55	0	0	3/4	2	1	V7(9)/ii	a	I		V7(9)/ii		V		7	9	ii			Mm7	1	0	3, 7, 4, 1	-2	3	3
56	55	1/2	1/2	3/4	2	1	V7/ii	a	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
57	56	0	0	3/4	2	1	V(6)/V	a	I		V(6)/V		V			6	V			M	1	0	2, 6, 5		2	2
57	56	1/2	1/2	3/4	2	1	V64/V}	a	I		V64/V		V		64		V		}	M	1	0	3, 2, 6		2	3
58	57	0	0	3/4	2	1	vi{	a	I		vi		vi						{	m	1	0	3, 0, 4		3	3
58	57	1/2	1/2	3/4	2	1	vi6	a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
59	58	0	0	3/4	2	1	iii	a	I		iii		iii							m	1	0	4, 1, 5		4	4
59	58	1/2	1/2	3/4	2	1	iii6	a	I		iii6		iii		6					m	1	0	1, 5, 4		4	1
60	59	0	0	3/4	2	1	vi	a	I		vi		vi							m	1	0	3, 0, 4		3	3
60	59	1/2	1/2	3/4	2	1	vi6	a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
61	60	0	0	3/4	2	1	iii	a	I		iii		iii							m	1	0	4, 1, 5		4	4
61	60	1/2	1/2	3/4	2	1	iii6	a	I		iii6		iii		6					m	1	0	1, 5, 4		4	1
62	61	0	0	3/4	2	1	V/V	a	I		V/V		V				V			M	1	0	2, 6, 3		2	2
62	61	1/4	1/4	3/4	2	1	V	a	I		V		V							M	1	0	1, 5, 2		1	1
62	61	5/8	5/8	3/4	2	1	V43/V	a	I		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
63	62	0	0	3/4	2	1	V	a	I		V		V							M	1	0	1, 5, 2		1	1
63	62	3/16	3/16	3/4	2	1	viio2/V	a	I		viio2/V		vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
63	62	1/4	1/4	3/4	2	1	V64	a	I		V64		V		64					M	1	0	2, 1, 5		1	2
63	62	1/2	1/2	3/4	2	1	viio6/V	a	I		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
64	63	0	0	3/4	2	1	V	a	I		V		V							M	1	0	1, 5, 2		1	1
64	63	3/16	3/16	3/4	2	1	viio2/V	a	I		viio2/V		vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
64	63	1/4	1/4	3/4	2	1	V64	a	I		V64		V		64					M	1	0	2, 1, 5		1	2
64	63	1/2	1/2	3/4	2	1	viio6/V	a	I		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
65	64	0	0	3/4	2	1	V	a	I		V		V							M	1	0	1, 5, 2		1	1
65	64	3/16	3/16	3/4	2	1	viio2/V	a	I		viio2/V		vii	o	2		V			o7	1	0	-3, 6, 3, 0		6	-3
65	64	1/4	1/4	3/4	2	1	V64	a	I		V64		V		64					M	1	0	2, 1, 5		1	2
65	64	1/2	1/2	3/4	2	1	viio6/V	a	I		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
66	65	0	0	3/4	2	1	V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
67	66	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
67	66	3/16	3/16	3/4	2	1	I(97)	a	I		I(97)		I			97				M	1	0	0, 4, 1	2, 5	0	0
67	66	1/2	1/2	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
68	67	0	0	3/4	2	1	IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
69	68	3/16	3/16	3/4	2	1	vii%43/V	a	I		vii%43/V		vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
69	68	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
70	69	0	0	3/4	2	1	V7(9#7)	a	I		V7(9#7)		V		7	9#7				Mm7	1	0	1, 5, 2, 6	3	1	1
70	69	1/2	1/2	3/4	2	1	V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
71	70	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
71	70	3/16	3/16	3/4	2	1	vii%7/V	a	I		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
71	70	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
72	71	0	0	3/4	2	1	V7(9#7)/V	a	I		V7(9#7)/V		V		7	9#7	V			Mm7	1	0	2, 6, 3, 7	4	2	2
72	71	1/2	1/2	3/4	2	1	V7/V	a	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
73	72	0	0	3/4	2	1	vii%43/V/V	a	I		vii%43/V/V		vii	%	43		V/V			%7	1	0	1, 5, 7, 4		7	1
73	72	1/2	1/2	3/4	2	1	V(64)/V}	a	I		V(64)/V		V			64	V		}	M	1	0	2, 1, 5		2	2
74	73	0	0	3/4	2	1	ii{	a	I		ii		ii						{	m	1	0	2, -1, 3		2	2
75	74	0	0	3/4	2	1	vi(94)	a	I		vi(94)		vi			94				m	1	0	3, 2, 4	5	3	3
75	74	1/2	1/2	3/4	2	1	vi6	a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
76	75	0	0	3/4	2	1	IV	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
77	76	3/16	3/16	3/4	2	1	vii%43/V	a	I		vii%43/V		vii	%	43		V			%7	1	0	0, 4, 6, 3		6	0
77	76	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
78	77	0	0	3/4	2	1	V7(9#7)	a	I		V7(9#7)		V		7	9#7				Mm7	1	0	1, 5, 2, 6	3	1	1
78	77	1/2	1/2	3/4	2	1	V7	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
79	78	0	0	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
79	78	3/16	3/16	3/4	2	1	vii%7/V	a	I		vii%7/V		vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
79	78	1/2	1/2	3/4	2	1	V(64)	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
80	79	0	0	3/4	2	1	I6(4)	a	I		I6(4)		I		6	4				M	1	0	-1, 1, 0		0	-1
80	79	3/16	3/16	3/4	2	1	I6	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
80	79	1/4	1/4	3/4	2	1	I6(4)	a	I		I6(4)		I		6	4				M	1	0	-1, 1, 0		0	-1
80	79	1/2	1/2	3/4	2	1	I6	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
81	80	0	0	3/4	2	1	I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
81	80	3/16	3/16	3/4	2	1	I	a	I		I		I							M	1	0	0, 4, 1		0	0
81	80	1/4	1/4	3/4	2	1	I(9)	a	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
81	80	1/2	1/2	3/4	2	1	I}	a	I		I		I						}	M	1	0	0, 4, 1		0	0
82	81	0	0	3/4	2	1	i.V{	a	i		V		V						{	M	1	1	1, 5, 2		1	1
82	81	1/2	1/2	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
83	82	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
83	82	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
83	82	1/4	1/4	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
84	83	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
84	83	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
84	83	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
84	83	1/2	1/2	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
85	84	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
85	84	3/16	3/16	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
85	84	1/4	1/4	3/4	2	1	i64	a	i		i64		i		64					m	1	1	1, 0, -3		0	1
85	84	5/8	5/8	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
86	85	0	0	3/4	2	1	V(64)/III	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
86	85	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
86	85	5/8	5/8	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
87	86	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
87	86	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
87	86	1/4	1/4	3/4	2	1	V(6)/III	a	i		V(6)/III		V			6	III			M	1	1	-2, 2, 1		-2	-2
88	87	0	0	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
88	87	3/16	3/16	3/4	2	1	III	a	i		III		III							M	1	1	-3, 1, -2		-3	-3
88	87	1/4	1/4	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
88	87	1/2	1/2	3/4	2	1	V(94)/III	a	i		V(94)/III		V			94	III			M	1	1	-2, -3, -1	0	-2	-2
89	88	0	0	3/4	2	1	V/III	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
89	88	3/16	3/16	3/4	2	1	V7/III	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
89	88	1/4	1/4	3/4	2	1	III}	a	i		III		III						}	M	1	1	-3, 1, -2		-3	-3
89	88	1/2	1/2	3/4	2	1	iio6{	a	i		iio6		ii	o	6				{	o	1	1	-1, -4, 2		2	-1
89	88	11/16	11/16	3/4	2	1	viio7/V	a	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
90	89	0	0	3/4	2	1	V(64)	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
90	89	1/4	1/4	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
90	89	5/8	5/8	3/4	2	1	V(#94)	a	i		V(#94)		V			#94				M	1	1	1, 0, 2	3	1	1
91	90	0	0	3/4	2	1	V	a	i		V		V							M	1	1	1, 5, 2		1	1
91	90	3/16	3/16	3/4	2	1	i	a	i		i		i							m	1	1	0, -3, 1		0	0
91	90	1/4	1/4	3/4	2	1	V(6)	a	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
92	91	0	0	3/4	2	1	V7	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
